participant,block_i,expected_length,real_length,lengthDiff,trial_i_within_block,next_wave_in,targetMeanColor,distractorMeanColor,clicked_monster_id,correct,rt
43,7,7,8,1,1,0,181,352,0,1,992
43,7,7,8,1,2,6,181,352,0,1,1019.99999999999
43,7,7,8,1,3,5,181,352,0,1,1020
43,7,7,8,1,4,4,181,352,0,1,968.999999999985
43,7,7,8,1,5,3,181,352,0,1,1118
43,7,7,8,1,6,2,181,352,0,1,1117
43,7,7,8,1,7,1,181,352,0,1,1207
43,7,7,8,1,8,0,181,352,0,1,990
43,8,6,6,0,1,6,285,486,0,1,1566.00000000001
43,8,6,6,0,2,5,285,486,0,1,1237.00000000001
43,8,6,6,0,3,4,285,486,0,1,1058.00000000001
43,8,6,6,0,4,3,285,486,0,1,1120
43,8,6,6,0,5,2,285,486,0,1,1003
43,8,6,6,0,6,1,285,486,0,1,1953
43,9,7,7,0,1,0,309,468,0,1,988
43,9,7,7,0,2,6,309,468,0,1,1035
43,9,7,7,0,3,5,309,468,0,1,1232
43,9,7,7,0,4,4,309,468,0,1,1021
43,9,7,7,0,5,3,309,468,0,1,1107
43,9,7,7,0,6,2,309,468,0,1,1068
43,9,7,7,0,7,1,309,468,0,1,1066
43,10,7,6,-1,1,0,226,458,0,1,1114
43,10,7,6,-1,2,6,226,458,0,1,1025
43,10,7,6,-1,3,5,226,458,0,1,1421
43,10,7,6,-1,4,4,226,458,0,1,1040
43,10,7,6,-1,5,3,226,458,0,1,1238.00000000001
43,10,7,6,-1,6,2,226,458,0,1,1772
43,11,5,5,0,1,1,186,339,0,1,1332
43,11,5,5,0,2,4,186,339,0,1,1175
43,11,5,5,0,3,3,186,339,0,1,1073
43,11,5,5,0,4,2,186,339,0,1,1042
43,11,5,5,0,5,1,186,339,0,1,957
43,12,6,6,0,1,0,136,341,0,1,1541
43,12,6,6,0,2,5,136,341,0,1,1050
43,12,6,6,0,3,4,136,341,0,1,1065
43,12,6,6,0,4,3,136,341,0,1,988
43,12,6,6,0,5,2,136,341,0,1,1158
43,12,6,6,0,6,1,136,341,0,1,1130
43,13,5,9,4,1,0,2,190,0,1,1084.00000000003
43,13,5,9,4,2,4,2,190,0,1,999
43,13,5,9,4,3,3,2,190,0,1,1020
43,13,5,9,4,4,2,2,190,0,1,1009
43,13,5,9,4,5,1,2,190,0,1,975
43,13,5,9,4,6,0,2,190,0,1,1011
43,13,5,9,4,7,0,2,190,0,1,1017
43,13,5,9,4,8,0,2,190,0,1,2541.00000000003
43,13,5,9,4,9,0,2,190,0,1,1011
43,14,7,4,-3,1,7,44,214,0,1,1057
43,14,7,4,-3,2,6,44,214,0,1,1025
43,14,7,4,-3,3,5,44,214,0,1,995
43,14,7,4,-3,4,4,44,214,0,1,1555
43,15,6,4,-2,1,3,51,213,0,1,1473
43,15,6,4,-2,2,5,51,213,0,1,1392
43,15,6,4,-2,3,4,51,213,0,1,981
43,15,6,4,-2,4,3,51,213,0,1,1043
43,16,7,7,0,1,2,185,333,0,1,1076
43,16,7,7,0,2,6,185,333,0,1,1477.00000000003
43,16,7,7,0,3,5,185,333,0,1,1032
43,16,7,7,0,4,4,185,333,0,1,995.000000000029
43,16,7,7,0,5,3,185,333,0,1,1240
43,16,7,7,0,6,2,185,333,0,1,937.000000000029
43,16,7,7,0,7,1,185,333,0,1,1424
43,17,7,11,4,1,0,313,530,0,1,1142.00000000003
43,17,7,11,4,2,6,313,530,0,1,1061.00000000003
43,17,7,11,4,3,5,313,530,0,1,1026
43,17,7,11,4,4,4,313,530,0,1,989
43,17,7,11,4,5,3,313,530,0,1,1538
43,17,7,11,4,6,2,313,530,0,1,955
43,17,7,11,4,7,1,313,530,0,1,1057.00000000003
43,17,7,11,4,8,0,313,530,0,1,1063
43,17,7,11,4,9,0,313,530,0,1,1003.99999999997
43,17,7,11,4,10,0,313,530,0,1,1065
43,17,7,11,4,11,0,313,530,0,1,1390
43,18,5,7,2,1,5,298,447,0,1,1115
43,18,5,7,2,2,4,298,447,0,1,989.000000000029
43,18,5,7,2,3,3,298,447,0,1,1083.99999999997
43,18,5,7,2,4,2,298,447,0,1,938
43,18,5,7,2,5,1,298,447,0,1,1054
43,18,5,7,2,6,0,298,447,0,1,1041
43,18,5,7,2,7,0,298,447,0,1,1456
43,19,5,5,0,1,5,37,201,0,1,1189
43,19,5,5,0,2,4,37,201,0,1,1109
43,19,5,5,0,3,3,37,201,0,1,1013.00000000003
43,19,5,5,0,4,2,37,201,0,1,1059
43,19,5,5,0,5,1,37,201,0,1,1532
43,20,7,7,0,1,0,295,478,0,1,1067.99999999997
43,20,7,7,0,2,6,295,478,0,1,1586
43,20,7,7,0,3,5,295,478,0,1,1535
43,20,7,7,0,4,4,295,478,0,1,1049
43,20,7,7,0,5,3,295,478,0,1,1148
43,20,7,7,0,6,2,295,478,0,1,1040
43,20,7,7,0,7,1,295,478,0,1,1055
43,21,6,6,0,1,0,164,383,0,1,1002.99999999997
43,21,6,6,0,2,5,164,383,0,1,1070.00000000003
43,21,6,6,0,3,4,164,383,0,1,1049
43,21,6,6,0,4,3,164,383,0,1,1026
43,21,6,6,0,5,2,164,383,0,1,1070.99999999997
43,21,6,6,0,6,1,164,383,0,1,1050
43,22,5,5,0,1,0,276,428,0,1,1059
43,22,5,5,0,2,4,276,428,0,1,1064
43,22,5,5,0,3,3,276,428,0,1,1390
43,22,5,5,0,4,2,276,428,0,1,1528.99999999997
43,22,5,5,0,5,1,276,428,0,1,1431
43,23,5,4,-1,1,0,89,239,0,1,1868
43,23,5,4,-1,2,4,89,239,0,1,1102
43,23,5,4,-1,3,3,89,239,0,1,1023.00000000003
43,23,5,4,-1,4,2,89,239,0,1,1067.99999999997
43,24,6,2,-4,1,1,313,518,0,1,1117.99999999997
43,24,6,2,-4,2,5,313,518,0,1,1191
43,25,5,3,-2,1,4,184,396,0,1,1170
43,25,5,3,-2,2,4,184,396,0,1,1040.99999999997
43,25,5,3,-2,3,3,184,396,0,1,1553
43,26,7,5,-2,1,2,192,362,0,1,1038
43,26,7,5,-2,2,6,192,362,0,1,1080
43,26,7,5,-2,3,5,192,362,0,1,1053
43,26,7,5,-2,4,4,192,362,0,1,1065
43,26,7,5,-2,5,3,192,362,0,1,1051
43,27,5,5,0,1,2,39,185,0,1,1053.00000000003
43,27,5,5,0,2,4,39,185,0,1,1428
43,27,5,5,0,3,3,39,185,0,1,1818
43,27,5,5,0,4,2,39,185,0,1,1011.99999999997
43,27,5,5,0,5,1,39,185,0,1,1033
43,28,5,5,0,1,0,118,320,0,1,2147.99999999997
43,28,5,5,0,2,4,118,320,0,1,1031
43,28,5,5,0,3,3,118,320,0,1,1144
43,28,5,5,0,4,2,118,320,0,1,1142.00000000009
43,28,5,5,0,5,1,118,320,0,1,1082
43,29,5,5,0,1,0,108,262,0,1,1019.99999999994
43,29,5,5,0,2,4,108,262,0,1,1502
43,29,5,5,0,3,3,108,262,0,1,1071
43,29,5,5,0,4,2,108,262,0,1,2083
43,29,5,5,0,5,1,108,262,0,1,1032.00000000006
43,30,7,7,0,1,0,1,159,0,1,1071.99999999994
43,30,7,7,0,2,6,1,159,0,1,1068
43,30,7,7,0,3,5,1,159,0,1,1141
43,30,7,7,0,4,4,1,159,0,1,1215.00000000006
43,30,7,7,0,5,3,1,159,0,1,1125
43,30,7,7,0,6,2,1,159,0,1,1069
43,30,7,7,0,7,1,1,159,0,1,1010.00000000006
43,31,6,4,-2,1,0,206,402,0,1,1018
43,31,6,4,-2,2,5,206,402,0,1,1086
43,31,6,4,-2,3,4,206,402,0,1,1113
43,31,6,4,-2,4,3,206,402,0,1,1067
43,32,6,6,0,1,2,325,479,0,1,1437
43,32,6,6,0,2,5,325,479,0,1,1032
43,32,6,6,0,3,4,325,479,0,1,1344.99999999994
43,32,6,6,0,4,3,325,479,0,1,1187.99999999994
43,32,6,6,0,5,2,325,479,0,1,1139
43,32,6,6,0,6,1,325,479,0,1,1063
43,33,7,10,3,1,0,302,470,0,1,1639
43,33,7,10,3,2,6,302,470,0,1,1015
43,33,7,10,3,3,5,302,470,0,1,1049
43,33,7,10,3,4,4,302,470,0,1,1516
43,33,7,10,3,5,3,302,470,0,1,1094
43,33,7,10,3,6,2,302,470,0,1,1161
43,33,7,10,3,7,1,302,470,0,1,1040
43,33,7,10,3,8,0,302,470,0,1,945
43,33,7,10,3,9,0,302,470,0,1,1036
43,33,7,10,3,10,0,302,470,0,1,955
43,34,7,4,-3,1,7,236,401,0,1,1152
43,34,7,4,-3,2,6,236,401,0,1,985
43,34,7,4,-3,3,5,236,401,0,1,1066
43,34,7,4,-3,4,4,236,401,0,1,936
43,35,5,8,3,1,3,83,232,4,0,1053.99999999994
43,,,,,,,,,,,
43,35,5,8,3,2,4,83,232,0,1,1335
43,35,5,8,3,3,3,83,232,0,1,1026
43,35,5,8,3,4,2,83,232,0,1,1004
43,35,5,8,3,5,1,83,232,0,1,1682
43,35,5,8,3,6,0,83,232,0,1,1033.00000000006
43,35,5,8,3,7,0,83,232,0,1,1070
43,35,5,8,3,8,0,83,232,0,1,1045
43,36,7,7,0,1,7,154,353,0,1,1055.99999999994
43,36,7,7,0,2,6,154,353,0,1,1677
43,36,7,7,0,3,5,154,353,0,1,1007
43,36,7,7,0,4,4,154,353,0,1,1111
43,36,7,7,0,5,3,154,353,0,1,979
43,36,7,7,0,6,2,154,353,0,1,1119
43,36,7,7,0,7,1,154,353,0,1,1066
43,37,6,2,-4,1,0,156,344,0,1,1078
43,37,6,2,-4,2,5,156,344,0,1,1052
43,38,6,5,-1,1,4,28,215,0,1,1130.99999999994
43,38,6,5,-1,2,5,28,215,0,1,1004
43,38,6,5,-1,3,4,28,215,0,1,1065
43,38,6,5,-1,4,3,28,215,0,1,1905
43,38,6,5,-1,5,2,28,215,0,1,1019
43,39,6,7,1,1,1,126,297,0,1,1060
43,39,6,7,1,2,5,126,297,0,1,2329
43,39,6,7,1,3,4,126,297,0,1,987
43,39,6,7,1,4,3,126,297,0,1,1056
43,39,6,7,1,5,2,126,297,0,1,1036.99999999994
43,39,6,7,1,6,1,126,297,0,1,1007
43,39,6,7,1,7,0,126,297,0,1,1020
43,40,6,6,0,1,6,150,322,0,1,1368
43,40,6,6,0,2,5,150,322,0,1,944.000000000058
43,40,6,6,0,3,4,150,322,0,1,924
43,40,6,6,0,4,3,150,322,0,1,1213
43,40,6,6,0,5,2,150,322,0,1,969.000000000058
43,40,6,6,0,6,1,150,322,0,1,1052
43,41,6,8,2,1,0,55,274,0,1,1035
43,41,6,8,2,2,5,55,274,0,1,1038
43,41,6,8,2,3,4,55,274,0,1,2062
43,41,6,8,2,4,3,55,274,0,1,1407
43,41,6,8,2,5,2,55,274,0,1,1027
43,41,6,8,2,6,1,55,274,0,1,1037
43,41,6,8,2,7,0,55,274,0,1,1003.00000000006
43,41,6,8,2,8,0,55,274,0,1,1014
43,42,6,8,2,1,6,102,300,0,1,961
43,42,6,8,2,2,5,102,300,0,1,1387
43,42,6,8,2,3,4,102,300,0,1,1016
43,42,6,8,2,4,3,102,300,0,1,977
43,42,6,8,2,5,2,102,300,0,1,991
43,42,6,8,2,6,1,102,300,0,1,1044
43,42,6,8,2,7,0,102,300,0,1,971
43,42,6,8,2,8,0,102,300,0,1,1061
43,43,6,6,0,1,6,127,357,0,1,1020
43,43,6,6,0,2,5,127,357,0,1,1776.00000000006
43,43,6,6,0,3,4,127,357,0,1,1037
43,43,6,6,0,4,3,127,357,0,1,1102
43,43,6,6,0,5,2,127,357,0,1,972.000000000058
43,43,6,6,0,6,1,127,357,0,1,1299.99999999994
43,44,7,7,0,1,0,136,340,0,1,966.000000000058
43,44,7,7,0,2,6,136,340,0,1,999
43,44,7,7,0,3,5,136,340,0,1,981
43,44,7,7,0,4,4,136,340,0,1,1049
43,44,7,7,0,5,3,136,340,0,1,1075
43,44,7,7,0,6,2,136,340,0,1,1410
43,44,7,7,0,7,1,136,340,0,1,1129
43,45,6,6,0,1,0,86,278,0,1,1022
43,45,6,6,0,2,5,86,278,0,1,1049.00000000006
43,45,6,6,0,3,4,86,278,0,1,1012
43,45,6,6,0,4,3,86,278,0,1,1021.99999999994
43,45,6,6,0,5,2,86,278,0,1,1547
43,45,6,6,0,6,1,86,278,0,1,1060
43,46,6,3,-3,1,0,123,282,0,1,970
43,46,6,3,-3,2,5,123,282,0,1,885.000000000058
43,46,6,3,-3,3,4,123,282,0,1,1120
43,47,5,5,0,1,3,157,347,0,1,1227
43,47,5,5,0,2,4,157,347,0,1,1084.00000000006
43,47,5,5,0,3,3,157,347,0,1,927
43,47,5,5,0,4,2,157,347,0,1,981
43,47,5,5,0,5,1,157,347,0,1,987
43,48,5,1,-4,1,0,36,236,0,1,1233
43,49,6,6,0,1,6,31,190,0,1,1346
43,49,6,6,0,2,5,31,190,0,1,964
43,49,6,6,0,3,4,31,190,0,1,1993
43,49,6,6,0,4,3,31,190,0,1,1040
43,49,6,6,0,5,2,31,190,0,1,1030
43,49,6,6,0,6,1,31,190,0,1,973
43,50,5,5,0,1,0,226,443,0,1,1209.99999999994
43,50,5,5,0,2,4,226,443,0,1,1065
43,50,5,5,0,3,3,226,443,0,1,1048
43,50,5,5,0,4,2,226,443,0,1,1015
43,50,5,5,0,5,1,226,443,0,1,1027.00000000006
43,51,7,3,-4,1,0,216,413,0,1,1050
43,51,7,3,-4,2,6,216,413,0,1,961
43,51,7,3,-4,3,5,216,413,0,1,1143.00000000006
43,52,5,9,4,1,4,348,553,0,1,1075
43,52,5,9,4,2,4,348,553,0,1,1055
43,52,5,9,4,3,3,348,553,0,1,1724
43,52,5,9,4,4,2,348,553,0,1,1017.00000000006
43,52,5,9,4,5,1,348,553,0,1,1000.99999999994
43,52,5,9,4,6,0,348,553,0,1,1027.99999999994
43,52,5,9,4,7,0,348,553,0,1,1861
43,52,5,9,4,8,0,348,553,0,1,940.999999999942
43,52,5,9,4,9,0,348,553,0,1,1037
43,53,5,5,0,1,5,3,213,0,1,1057.00000000006
43,53,5,5,0,2,4,3,213,0,1,1000.99999999994
43,53,5,5,0,3,3,3,213,0,1,1045.00000000006
43,53,5,5,0,4,2,3,213,0,1,1080.00000000006
43,53,5,5,0,5,1,3,213,0,1,1600.00000000006
43,54,7,9,2,1,0,54,268,0,1,1035
43,54,7,9,2,2,6,54,268,0,1,1983
43,54,7,9,2,3,5,54,268,0,1,981
43,54,7,9,2,4,4,54,268,0,1,1033
43,54,7,9,2,5,3,54,268,0,1,961
43,54,7,9,2,6,2,54,268,0,1,1039
43,54,7,9,2,7,1,54,268,0,1,1190
43,54,7,9,2,8,0,54,268,0,1,1429
43,54,7,9,2,9,0,54,268,0,1,991
43,55,5,5,0,1,5,255,406,0,1,1484.00000000006
43,55,5,5,0,2,4,255,406,0,1,1028
43,55,5,5,0,3,3,255,406,0,1,1678
43,55,5,5,0,4,2,255,406,0,1,980
43,55,5,5,0,5,1,255,406,0,1,1077
43,56,7,11,4,1,0,14,210,0,1,1173.99999999994
43,56,7,11,4,2,6,14,210,0,1,1023
43,56,7,11,4,3,5,14,210,0,1,1138
43,56,7,11,4,4,4,14,210,0,1,997
43,56,7,11,4,5,3,14,210,0,1,1064
43,56,7,11,4,6,2,14,210,0,1,1547.00000000006
43,56,7,11,4,7,1,14,210,0,1,1045.00000000006
43,56,7,11,4,8,0,14,210,0,1,1063
43,56,7,11,4,9,0,14,210,0,1,942
43,56,7,11,4,10,0,14,210,0,1,1316
43,56,7,11,4,11,0,14,210,0,1,1117
43,57,5,3,-2,1,5,39,270,0,1,1088
43,57,5,3,-2,2,4,39,270,0,1,954
43,57,5,3,-2,3,3,39,270,0,1,944.000000000058
43,58,5,5,0,1,2,246,419,0,1,1151
43,58,5,5,0,2,4,246,419,0,1,1068
43,58,5,5,0,3,3,246,419,0,1,1020
43,58,5,5,0,4,2,246,419,0,1,1337.99999999994
43,58,5,5,0,5,1,246,419,0,1,1006
43,59,7,7,0,1,0,96,328,0,1,1088
43,59,7,7,0,2,6,96,328,0,1,1037
43,59,7,7,0,3,5,96,328,0,1,1041.99999999994
43,59,7,7,0,4,4,96,328,0,1,1078
43,59,7,7,0,5,3,96,328,0,1,1060
43,59,7,7,0,6,2,96,328,0,1,974
43,59,7,7,0,7,1,96,328,0,1,1031
43,60,6,6,0,1,0,44,267,0,1,1221
43,60,6,6,0,2,5,44,267,0,1,1082.99999999994
43,60,6,6,0,3,4,44,267,0,1,984
43,60,6,6,0,4,3,44,267,0,1,964
43,60,6,6,0,5,2,44,267,0,1,1003.99999999994
43,60,6,6,0,6,1,44,267,0,1,1045
43,61,6,3,-3,1,0,304,474,0,1,1084
43,61,6,3,-3,2,5,304,474,0,1,1465.00000000006
43,61,6,3,-3,3,4,304,474,0,1,1427
43,62,7,6,-1,1,3,130,279,0,1,1505
43,62,7,6,-1,2,6,130,279,0,1,1664
43,62,7,6,-1,3,5,130,279,0,1,1047
43,62,7,6,-1,4,4,130,279,0,1,1171
43,62,7,6,-1,5,3,130,279,0,1,1217
43,62,7,6,-1,6,2,130,279,0,1,1258
43,63,5,5,0,1,1,358,555,0,1,1136
43,63,5,5,0,2,4,358,555,0,1,1432.99999999994
43,63,5,5,0,3,3,358,555,0,1,1132.99999999988
43,63,5,5,0,4,2,358,555,0,1,1307
43,63,5,5,0,5,1,358,555,0,1,1301.99999999988
43,64,7,7,0,1,0,2,177,0,1,1047.00000000006
43,64,7,7,0,2,6,2,177,0,1,1236.99999999994
43,64,7,7,0,3,5,2,177,0,1,1249
43,64,7,7,0,4,4,2,177,0,1,1521
43,64,7,7,0,5,3,2,177,0,1,1029.99999999994
43,64,7,7,0,6,2,2,177,0,1,1073
43,64,7,7,0,7,1,2,177,0,1,1084
43,65,7,7,0,1,0,34,219,0,1,1101
43,65,7,7,0,2,6,34,219,0,1,1029.99999999988
43,65,7,7,0,3,5,34,219,0,1,1103.99999999988
43,65,7,7,0,4,4,34,219,0,1,1037
43,65,7,7,0,5,3,34,219,0,1,1485
43,65,7,7,0,6,2,34,219,0,1,1014.00000000012
43,65,7,7,0,7,1,34,219,0,1,976
43,66,6,9,3,1,0,125,308,0,1,1029
43,66,6,9,3,2,5,125,308,0,1,1055
43,66,6,9,3,3,4,125,308,0,1,999
43,66,6,9,3,4,3,125,308,0,1,1026
43,66,6,9,3,5,2,125,308,0,1,1171
43,66,6,9,3,6,1,125,308,0,1,1114
43,66,6,9,3,7,0,125,308,0,1,1069
43,66,6,9,3,8,0,125,308,0,1,990
43,66,6,9,3,9,0,125,308,0,1,964
43,67,6,7,1,1,6,148,361,0,1,1037
43,67,6,7,1,2,5,148,361,0,1,1417
43,67,6,7,1,3,4,148,361,0,1,1167
43,67,6,7,1,4,3,148,361,0,1,975
43,67,6,7,1,5,2,148,361,0,1,1144
43,67,6,7,1,6,1,148,361,0,1,1016
43,67,6,7,1,7,0,148,361,0,1,1088
43,68,5,5,0,1,5,351,547,0,1,1156
43,68,5,5,0,2,4,351,547,0,1,1029
43,68,5,5,0,3,3,351,547,0,1,1660
43,68,5,5,0,4,2,351,547,0,1,992
43,68,5,5,0,5,1,351,547,0,1,972
43,69,6,6,0,1,0,30,198,0,1,1107
43,69,6,6,0,2,5,30,198,0,1,1357
43,69,6,6,0,3,4,30,198,0,1,1443
43,69,6,6,0,4,3,30,198,0,1,914
43,69,6,6,0,5,2,30,198,0,1,1126
43,69,6,6,0,6,1,30,198,0,1,1022
43,70,6,5,-1,1,0,258,481,0,1,1730
43,70,6,5,-1,2,5,258,481,0,1,1157
43,70,6,5,-1,3,4,258,481,0,1,1029
43,70,6,5,-1,4,3,258,481,0,1,1105.99999999988
43,70,6,5,-1,5,2,258,481,0,1,1049.00000000012
43,71,7,10,3,1,1,169,386,0,1,1150.99999999988
43,71,7,10,3,2,6,169,386,0,1,1276.99999999988
43,71,7,10,3,3,5,169,386,0,1,1083
43,71,7,10,3,4,4,169,386,0,1,1008
43,71,7,10,3,5,3,169,386,0,1,1058
43,71,7,10,3,6,2,169,386,0,1,1102
43,71,7,10,3,7,1,169,386,0,1,1036
43,71,7,10,3,8,0,169,386,0,1,1021
43,71,7,10,3,9,0,169,386,0,1,1059.99999999988
43,71,7,10,3,10,0,169,386,0,1,1044.00000000012
43,72,5,5,0,1,5,304,511,0,1,1161
43,72,5,5,0,2,4,304,511,0,1,1042
43,72,5,5,0,3,3,304,511,0,1,1187
43,72,5,5,0,4,2,304,511,0,1,1041
43,72,5,5,0,5,1,304,511,0,1,1136.99999999988
43,73,7,7,0,1,0,128,353,0,1,1638
43,73,7,7,0,2,6,128,353,0,1,1771
43,73,7,7,0,3,5,128,353,0,1,1230
43,73,7,7,0,4,4,128,353,0,1,1081
43,73,7,7,0,5,3,128,353,0,1,1091
43,73,7,7,0,6,2,128,353,0,1,1045
43,73,7,7,0,7,1,128,353,0,1,1089
43,74,7,7,0,1,0,244,405,0,1,1158
43,74,7,7,0,2,6,244,405,0,1,1210
43,74,7,7,0,3,5,244,405,0,1,968
43,74,7,7,0,4,4,244,405,0,1,1036
43,74,7,7,0,5,3,244,405,0,1,1098.00000000012
43,74,7,7,0,6,2,244,405,0,1,1250
43,74,7,7,0,7,1,244,405,0,1,1177
43,75,5,5,0,1,0,239,451,0,1,1178
43,75,5,5,0,2,4,239,451,0,1,976
43,75,5,5,0,3,3,239,451,0,1,1285.99999999988
43,75,5,5,0,4,2,239,451,0,1,1132
43,75,5,5,0,5,1,239,451,0,1,1054
43,76,6,10,4,1,0,115,294,0,1,1115.99999999988
43,76,6,10,4,2,5,115,294,0,1,1188
43,76,6,10,4,3,4,115,294,0,1,1047
43,76,6,10,4,4,3,115,294,0,1,1026
43,76,6,10,4,5,2,115,294,0,1,1013.99999999988
43,76,6,10,4,6,1,115,294,0,1,1107
43,76,6,10,4,7,0,115,294,0,1,1090.00000000012
43,76,6,10,4,8,0,115,294,0,1,1065.99999999988
43,76,6,10,4,9,0,115,294,0,1,1532
43,76,6,10,4,10,0,115,294,0,1,1045
43,77,5,2,-3,1,5,295,500,0,1,1634
43,77,5,2,-3,2,4,295,500,0,1,1315
43,78,6,9,3,1,3,258,460,0,1,1404
43,78,6,9,3,2,5,258,460,0,1,1555
43,78,6,9,3,3,4,258,460,0,1,993.000000000117
43,78,6,9,3,4,3,258,460,0,1,1196
43,78,6,9,3,5,2,258,460,0,1,1161
43,78,6,9,3,6,1,258,460,0,1,1122
43,78,6,9,3,7,0,258,460,0,1,1188
43,78,6,9,3,8,0,258,460,0,1,1249
43,78,6,9,3,9,0,258,460,0,1,1002
43,79,5,1,-4,1,5,64,277,0,1,1229
43,80,5,4,-1,1,4,220,444,0,1,1007
43,80,5,4,-1,2,4,220,444,0,1,1490
43,80,5,4,-1,3,3,220,444,0,1,1199
43,80,5,4,-1,4,2,220,444,0,1,983
43,81,7,8,1,1,1,357,544,0,1,1472
43,81,7,8,1,2,6,357,544,0,1,1335
43,81,7,8,1,3,5,357,544,0,1,1152
43,81,7,8,1,4,4,357,544,0,1,1111
43,81,7,8,1,5,3,357,544,0,1,975
43,81,7,8,1,6,2,357,544,0,1,1296.00000000012
43,81,7,8,1,7,1,357,544,0,1,1067.99999999988
43,81,7,8,1,8,0,357,544,0,1,1404
43,82,7,7,0,1,7,95,287,0,1,1255.99999999988
43,82,7,7,0,2,6,95,287,0,1,1438.00000000012
43,82,7,7,0,3,5,95,287,0,1,1410
43,82,7,7,0,4,4,95,287,0,1,1146
43,82,7,7,0,5,3,95,287,0,1,1153
43,82,7,7,0,6,2,95,287,0,1,1425
43,82,7,7,0,7,1,95,287,0,1,1157
43,83,7,9,2,1,0,194,422,0,1,1098.00000000012
43,83,7,9,2,2,6,194,422,0,1,1396.00000000012
43,83,7,9,2,3,5,194,422,0,1,1121
43,83,7,9,2,4,4,194,422,0,1,1266
43,83,7,9,2,5,3,194,422,0,1,1161.99999999988
43,83,7,9,2,6,2,194,422,0,1,1062
43,83,7,9,2,7,1,194,422,0,1,1089
43,83,7,9,2,8,0,194,422,0,1,1265
43,83,7,9,2,9,0,194,422,0,1,1014
43,84,7,7,0,1,7,332,490,0,1,1069
43,84,7,7,0,2,6,332,490,0,1,1113
43,84,7,7,0,3,5,332,490,0,1,1109
43,84,7,7,0,4,4,332,490,0,1,1156
43,84,7,7,0,5,3,332,490,0,1,1091
43,84,7,7,0,6,2,332,490,0,1,1118
43,84,7,7,0,7,1,332,490,0,1,1122
43,85,6,6,0,1,0,188,399,0,1,1099
43,85,6,6,0,2,5,188,399,0,1,1150
43,85,6,6,0,3,4,188,399,0,1,1098
43,85,6,6,0,4,3,188,399,0,1,1162
43,85,6,6,0,5,2,188,399,0,1,1101
43,85,6,6,0,6,1,188,399,0,1,1168
43,86,6,6,0,1,0,252,423,0,1,1033
43,86,6,6,0,2,5,252,423,0,1,1158.99999999988
43,86,6,6,0,3,4,252,423,0,1,1019
43,86,6,6,0,4,3,252,423,0,1,1038
43,86,6,6,0,5,2,252,423,0,1,1138
43,86,6,6,0,6,1,252,423,0,1,1060
43,87,7,7,0,1,0,336,535,0,1,1103
43,87,7,7,0,2,6,336,535,0,1,1142
43,87,7,7,0,3,5,336,535,0,1,958
43,87,7,7,0,4,4,336,535,0,1,1065
43,87,7,7,0,5,3,336,535,0,1,1110
43,87,7,7,0,6,2,336,535,0,1,1098
43,87,7,7,0,7,1,336,535,0,1,1069
43,88,5,2,-3,1,0,131,318,0,1,1221
43,88,5,2,-3,2,4,131,318,0,1,1489
43,89,5,8,3,1,3,191,354,0,1,1135
43,89,5,8,3,2,4,191,354,0,1,1480.00000000012
43,89,5,8,3,3,3,191,354,0,1,1138
43,89,5,8,3,4,2,191,354,0,1,961
43,89,5,8,3,5,1,191,354,0,1,1021.00000000012
43,89,5,8,3,6,0,191,354,0,1,1134
43,89,5,8,3,7,0,191,354,0,1,1124.00000000012
43,89,5,8,3,8,0,191,354,0,1,1036
43,90,6,6,0,1,6,277,457,0,1,1066
43,90,6,6,0,2,5,277,457,0,1,1031
43,90,6,6,0,3,4,277,457,0,1,1043
43,90,6,6,0,4,3,277,457,0,1,988
43,90,6,6,0,5,2,277,457,0,1,1070.99999999988
43,90,6,6,0,6,1,277,457,0,1,1796.99999999988
43,91,5,6,1,1,0,258,460,0,1,992
43,91,5,6,1,2,4,258,460,0,1,1540
43,91,5,6,1,3,3,258,460,0,1,1278
43,91,5,6,1,4,2,258,460,0,1,1379
43,91,5,6,1,5,1,258,460,0,1,1222
43,91,5,6,1,6,0,258,460,0,1,1299.00000000012
43,92,6,6,0,1,6,180,402,0,1,1367
43,92,6,6,0,2,5,180,402,0,1,1350
43,92,6,6,0,3,4,180,402,0,1,1026
43,92,6,6,0,4,3,180,402,0,1,1096
43,92,6,6,0,5,2,180,402,0,1,1038
43,92,6,6,0,6,1,180,402,0,1,1111
43,93,5,5,0,1,0,343,542,0,1,1202
43,93,5,5,0,2,4,343,542,0,1,1261
43,93,5,5,0,3,3,343,542,0,1,1509
43,93,5,5,0,4,2,343,542,0,1,1153.00000000012
43,93,5,5,0,5,1,343,542,0,1,1240
43,94,7,7,0,1,0,224,449,0,1,1155
43,94,7,7,0,2,6,224,449,0,1,1118
43,94,7,7,0,3,5,224,449,0,1,1536
43,94,7,7,0,4,4,224,449,0,1,1142
43,94,7,7,0,5,3,224,449,0,1,1027.99999999988
43,94,7,7,0,6,2,224,449,0,1,1350
43,94,7,7,0,7,1,224,449,0,1,1148
43,95,7,3,-4,1,0,260,437,0,1,2211
43,95,7,3,-4,2,6,260,437,0,1,1054
43,95,7,3,-4,3,5,260,437,0,1,1541.00000000012
43,96,6,6,0,1,4,117,281,0,1,1899
43,96,6,6,0,2,5,117,281,0,1,1483
43,96,6,6,0,3,4,117,281,0,1,1143
43,96,6,6,0,4,3,117,281,0,1,1396
